X,Y,OBJECTID,currentValueTime,currentValue,Name
-293204.769686181,6697303.4512554,1,2015/05/06 10:15:00+01,0.035,Colliters Brook
-287945.67407325,6702017.94952149,2,2015/05/11 05:15:00+01,0.176,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,3,2014/12/18 05:15:00+00,0.176,Brislington
-284399.352004795,6701468.19484754,4,2015/05/19 12:30:00+01,0.406,Netham Weir
-284399.352004795,6701468.19484754,5,2016/08/01 22:45:00+01,0.441,Netham Weir
-284399.352004795,6701468.19484754,6,2016/04/24 05:00:00+01,0.481,Netham Weir
-287945.67407325,6702017.94952149,7,2014/12/30 16:00:00+00,0.141,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,8,2015/06/11 13:15:00+01,0.944,Ashton Vale
-293204.769686181,6697303.4512554,9,2015/01/06 09:15:00+00,0.203,Colliters Brook
-287945.67407325,6702017.94952149,10,2016/07/08 17:00:00+01,0.062,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,11,2015/01/17 04:15:00+00,0.535,Eastville
-284252.393763688,6697912.39153731,12,2016/01/05 04:00:00+00,0.197,Brislington
-285656.259471231,6704915.77537443,13,2016/09/20 05:00:00+01,0.296,Eastville
-284399.352004795,6701468.19484754,14,2015/11/01 04:15:00+00,0.466,Netham Weir
-287945.67407325,6702017.94952149,15,2015/01/30 04:15:00+00,0.166,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,16,2015/11/06 04:15:00+00,0.96,Ashton Vale
-285656.259471231,6704915.77537443,17,2015/02/15 04:15:00+00,0.448,Eastville
-287945.67407325,6702017.94952149,18,2015/11/09 04:15:00+00,0.272,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,19,2016/03/27 17:00:00+01,0.448,Netham Weir
-285656.259471231,6704915.77537443,20,2015/11/12 12:45:00+00,0.313,Eastville
-292299.699288219,6699323.02851977,21,2016/03/09 22:30:00+00,1.379,Ashton Vale
-293204.769686181,6697303.4512554,22,2015/11/16 04:15:00+00,0.229,Colliters Brook
-284252.393763688,6697912.39153731,23,2015/02/24 15:15:00+00,0.189,Brislington
-292299.699288219,6699323.02851977,24,2015/11/17 23:00:00+00,1.031,Ashton Vale
-285656.259471231,6704915.77537443,25,2015/04/15 05:30:00+01,0.365,Eastville
-293204.769686181,6697303.4512554,26,2015/07/19 05:15:00+01,-0.025,Colliters Brook
-284399.352004795,6701468.19484754,27,2016/09/25 05:00:00+01,0.43,Netham Weir
-284399.352004795,6701468.19484754,28,2015/07/26 05:15:00+01,1.552,Netham Weir
-284399.352004795,6701468.19484754,29,2015/08/08 11:15:00+01,2.621,Netham Weir
-287945.67407325,6702017.94952149,30,2015/03/09 04:15:00+00,0.156,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,31,2015/03/11 04:15:00+00,0.963,Ashton Vale
-284399.352004795,6701468.19484754,32,2016/06/30 05:00:00+01,0.48,Netham Weir
-284252.393763688,6697912.39153731,33,2017/02/23 04:00:00+00,0.15,Brislington
-287945.67407325,6702017.94952149,34,2016/09/08 17:00:00+01,0.077,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,35,2017/03/03 04:00:00+00,0.095,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,36,2016/09/09 17:00:00+01,0.063,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,37,2017/03/03 12:45:00+00,7.762,Eastville
-293204.769686181,6697303.4512554,38,2016/09/10 05:00:00+01,0.145,Colliters Brook
-292299.699288219,6699323.02851977,39,2017/03/05 16:00:00+00,1.011,Ashton Vale
-284252.393763688,6697912.39153731,40,2015/12/22 04:00:00+00,0.147,Brislington
-287945.67407325,6702017.94952149,41,2017/03/08 04:45:00+00,0.042,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,42,2015/06/19 05:15:00+01,0.078,Brislington
-284399.352004795,6701468.19484754,43,2017/03/12 16:00:00+00,0.537,Netham Weir
-284252.393763688,6697912.39153731,44,2015/07/02 06:15:00+01,0.068,Brislington
-292299.699288219,6699323.02851977,45,2017/03/14 04:00:00+00,0.963,Ashton Vale
-292299.699288219,6699323.02851977,46,2015/06/24 11:00:00+01,0.904,Ashton Vale
-293204.769686181,6697303.4512554,47,2017/03/26 10:00:00+01,0.157,Colliters Brook
-285656.259471231,6704915.77537443,48,2015/06/25 05:30:00+01,0.302,Eastville
-284252.393763688,6697912.39153731,49,2017/04/05 11:00:00+01,0.087,Brislington
-293204.769686181,6697303.4512554,50,2016/07/10 05:00:00+01,0.007,Colliters Brook
-285656.259471231,6704915.77537443,51,2017/04/14 22:45:00+01,7.582,Eastville
-285656.259471231,6704915.77537443,52,2017/04/19 05:00:00+01,7.578,Eastville
-287945.67407325,6702017.94952149,53,2016/09/15 05:00:00+01,0.045,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,54,2016/07/17 17:00:00+01,0.082,Brislington
-292299.699288219,6699323.02851977,55,2017/05/31 17:00:00+01,0.921,Ashton Vale
-293204.769686181,6697303.4512554,56,2017/06/03 05:00:00+01,-0.002,Colliters Brook
-292299.699288219,6699323.02851977,57,2016/07/20 17:00:00+01,0.913,Ashton Vale
-285656.259471231,6704915.77537443,58,2016/11/23 16:00:00+00,0.512,Eastville
-287945.67407325,6702017.94952149,59,2016/06/25 17:00:00+01,0.125,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,60,2016/07/23 17:00:00+01,0.012,Colliters Brook
-285656.259471231,6704915.77537443,61,2015/11/26 12:45:00+00,0.404,Eastville
-293204.769686181,6697303.4512554,62,2016/02/04 04:00:00+00,0.147,Colliters Brook
-293204.769686181,6697303.4512554,63,2016/06/30 17:00:00+01,0.028,Colliters Brook
-287945.67407325,6702017.94952149,64,2016/05/11 05:00:00+01,0.15,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,65,2015/07/08 05:30:00+01,0.345,Eastville
-293204.769686181,6697303.4512554,66,2015/10/26 04:15:00+00,0.012,Colliters Brook
-284399.352004795,6701468.19484754,67,2016/06/20 08:45:00+01,0.468,Netham Weir
-287945.67407325,6702017.94952149,68,2017/01/05 04:00:00+00,0.106,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,69,2017/01/07 20:45:00+00,0.154,Brislington
-285656.259471231,6704915.77537443,70,2017/01/12 18:45:00+00,7.873,Eastville
-287945.67407325,6702017.94952149,71,2017/01/15 16:00:00+00,0.09,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,72,2017/01/17 10:30:00+00,0.964,Ashton Vale
-284252.393763688,6697912.39153731,73,2017/01/17 16:00:00+00,0.127,Brislington
-285656.259471231,6704915.77537443,74,2017/01/21 04:00:00+00,7.672,Eastville
-293204.769686181,6697303.4512554,75,2017/01/26 16:00:00+00,0.085,Colliters Brook
-285656.259471231,6704915.77537443,76,2017/01/28 04:00:00+00,7.726,Eastville
-284252.393763688,6697912.39153731,77,2016/10/20 17:00:00+01,0.084,Brislington
-284252.393763688,6697912.39153731,78,2016/10/25 17:00:00+01,0.117,Brislington
-292299.699288219,6699323.02851977,79,2016/10/28 17:00:00+01,0.94,Ashton Vale
-293204.769686181,6697303.4512554,80,2016/10/30 09:00:00+00,0.006,Colliters Brook
-284252.393763688,6697912.39153731,81,2016/11/01 04:00:00+00,0.092,Brislington
-285656.259471231,6704915.77537443,82,2016/11/02 04:00:00+00,0.278,Eastville
-285656.259471231,6704915.77537443,83,2016/11/04 23:15:00+00,0.28,Eastville
-287945.67407325,6702017.94952149,84,2016/11/09 18:45:00+00,0.122,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,85,2016/11/11 04:00:00+00,0.936,Ashton Vale
-284399.352004795,6701468.19484754,86,2016/11/15 16:00:00+00,0.423,Netham Weir
-287945.67407325,6702017.94952149,87,2015/09/21 05:15:00+01,0.185,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,88,2015/09/22 18:00:00+01,0.953,Ashton Vale
-284399.352004795,6701468.19484754,89,2015/09/23 05:15:00+01,0.445,Netham Weir
-292299.699288219,6699323.02851977,90,2015/09/24 23:30:00+01,0.955,Ashton Vale
-293204.769686181,6697303.4512554,91,2016/06/07 10:00:00+01,0.016,Colliters Brook
-292299.699288219,6699323.02851977,92,2016/06/09 17:00:00+01,0.897,Ashton Vale
-284399.352004795,6701468.19484754,93,2015/10/10 07:15:00+01,0.443,Netham Weir
-284399.352004795,6701468.19484754,94,2015/10/13 05:15:00+01,0.426,Netham Weir
-293204.769686181,6697303.4512554,95,2016/06/17 05:00:00+01,0.015,Colliters Brook
-285656.259471231,6704915.77537443,96,2015/10/19 05:15:00+01,0.291,Eastville
-292299.699288219,6699323.02851977,97,2016/06/17 17:15:00+01,0.93,Ashton Vale
-285656.259471231,6704915.77537443,98,2015/10/20 21:30:00+01,0.273,Eastville
-293204.769686181,6697303.4512554,99,2016/06/19 17:15:00+01,0.004,Colliters Brook
-285656.259471231,6704915.77537443,100,2016/08/22 07:45:00+01,0.353,Eastville
-284399.352004795,6701468.19484754,101,2015/08/12 16:45:00+01,0.129,Netham Weir
-293204.769686181,6697303.4512554,102,2016/05/23 05:00:00+01,0.035,Colliters Brook
-284252.393763688,6697912.39153731,103,2016/05/23 05:00:00+01,0.108,Brislington
-293204.769686181,6697303.4512554,104,2016/08/22 17:00:00+01,-0.004,Colliters Brook
-284399.352004795,6701468.19484754,105,2016/08/23 17:00:00+01,0.355,Netham Weir
-285656.259471231,6704915.77537443,106,2016/08/23 22:15:00+01,0.318,Eastville
-292299.699288219,6699323.02851977,107,2015/08/23 05:15:00+01,0.986,Ashton Vale
-293204.769686181,6697303.4512554,108,2016/05/29 17:00:00+01,0.022,Colliters Brook
-292299.699288219,6699323.02851977,109,2016/05/30 08:00:00+01,1.033,Ashton Vale
-284252.393763688,6697912.39153731,110,2016/05/31 19:00:00+01,0.091,Brislington
-284399.352004795,6701468.19484754,111,2015/09/11 05:15:00+01,0.406,Netham Weir
-287945.67407325,6702017.94952149,112,2016/06/03 05:00:00+01,0.089,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,113,2017/02/09 16:00:00+00,0.382,Colliters Brook
-293204.769686181,6697303.4512554,114,2017/02/18 16:00:00+00,0.174,Colliters Brook
-292299.699288219,6699323.02851977,115,2017/02/22 04:00:00+00,0.962,Ashton Vale
-293204.769686181,6697303.4512554,116,2017/03/05 22:45:00+00,0.257,Colliters Brook
-292299.699288219,6699323.02851977,117,2017/03/08 16:00:00+00,0.988,Ashton Vale
-287945.67407325,6702017.94952149,118,2017/03/09 04:00:00+00,0.063,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,119,2017/03/20 04:00:00+00,0.493,Netham Weir
-293204.769686181,6697303.4512554,120,2017/03/29 05:00:00+01,0.096,Colliters Brook
-285656.259471231,6704915.77537443,121,2017/03/27 08:30:00+01,7.566,Eastville
-287945.67407325,6702017.94952149,122,2017/03/28 05:00:00+01,0.087,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,123,2017/03/31 17:00:00+01,0.941,Ashton Vale
-293204.769686181,6697303.4512554,124,2017/04/01 17:00:00+01,0.046,Colliters Brook
-285656.259471231,6704915.77537443,125,2017/04/04 17:00:00+01,7.612,Eastville
-293204.769686181,6697303.4512554,126,2017/04/21 10:00:00+01,0.017,Colliters Brook
-293204.769686181,6697303.4512554,127,2017/04/23 17:00:00+01,0.014,Colliters Brook
-292299.699288219,6699323.02851977,128,2017/04/25 17:00:00+01,0.928,Ashton Vale
-284252.393763688,6697912.39153731,129,2017/05/01 05:00:00+01,0.08,Brislington
-285656.259471231,6704915.77537443,130,2017/05/01 22:00:00+01,7.623,Eastville
-285656.259471231,6704915.77537443,131,2017/05/17 22:15:00+01,7.782,Eastville
-284252.393763688,6697912.39153731,132,2017/05/19 17:00:00+01,0.084,Brislington
-284252.393763688,6697912.39153731,133,2017/05/22 17:00:00+01,0.072,Brislington
-293204.769686181,6697303.4512554,134,2017/05/26 05:00:00+01,-0.001,Colliters Brook
-287945.67407325,6702017.94952149,135,2017/06/05 07:15:00+01,6.175,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,136,2017/06/02 17:00:00+01,-0.007,Colliters Brook
-287945.67407325,6702017.94952149,137,2016/06/01 17:00:00+01,0.109,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,138,2015/09/07 15:30:00+01,0.087,Brislington
-285656.259471231,6704915.77537443,139,2015/09/15 14:15:00+01,0.332,Eastville
-287945.67407325,6702017.94952149,140,2015/09/16 05:15:00+01,0.202,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,141,2015/09/18 13:30:00+01,0.214,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,142,2016/11/24 10:15:00+00,0.413,Colliters Brook
-284399.352004795,6701468.19484754,143,2016/11/24 21:15:00+00,0.486,Netham Weir
-293204.769686181,6697303.4512554,144,2016/11/26 09:00:00+00,0.391,Colliters Brook
-293204.769686181,6697303.4512554,145,2016/12/03 09:00:00+00,0.248,Colliters Brook
-284252.393763688,6697912.39153731,146,2016/12/04 04:15:00+00,0.101,Brislington
-292299.699288219,6699323.02851977,147,2016/12/09 04:00:00+00,0.956,Ashton Vale
-292299.699288219,6699323.02851977,148,2016/12/09 16:00:00+00,0.959,Ashton Vale
-284252.393763688,6697912.39153731,149,2016/12/20 04:00:00+00,0.124,Brislington
-292299.699288219,6699323.02851977,150,2016/12/29 10:00:00+00,0.962,Ashton Vale
-285656.259471231,6704915.77537443,151,2017/01/01 04:00:00+00,7.649,Eastville
-293204.769686181,6697303.4512554,152,2016/07/06 17:00:00+01,0.018,Colliters Brook
-292299.699288219,6699323.02851977,153,2016/09/11 17:00:00+01,0.903,Ashton Vale
-293204.769686181,6697303.4512554,154,2016/07/10 10:00:00+01,0.009,Colliters Brook
-285656.259471231,6704915.77537443,155,2015/12/30 04:00:00+00,0.341,Eastville
-285656.259471231,6704915.77537443,156,2015/12/31 04:00:00+00,0.569999999999999,Eastville
-285656.259471231,6704915.77537443,157,2016/01/07 04:00:00+00,0.424,Eastville
-284252.393763688,6697912.39153731,158,2016/07/11 05:00:00+01,0.155,Brislington
-293204.769686181,6697303.4512554,159,2016/10/12 10:00:00+01,-0.005,Colliters Brook
-284252.393763688,6697912.39153731,160,2016/01/03 12:30:00+00,0.422,Brislington
-293204.769686181,6697303.4512554,161,2016/01/06 22:45:00+00,0.329,Colliters Brook
-292299.699288219,6699323.02851977,162,2016/01/07 13:45:00+00,0.991,Ashton Vale
-284399.352004795,6701468.19484754,163,2016/01/08 04:00:00+00,0.663,Netham Weir
-293204.769686181,6697303.4512554,164,2016/01/15 04:00:00+00,0.245,Colliters Brook
-292299.699288219,6699323.02851977,165,2016/07/17 17:00:00+01,0.896,Ashton Vale
-292299.699288219,6699323.02851977,166,2016/07/21 17:00:00+01,0.926,Ashton Vale
-293204.769686181,6697303.4512554,167,2016/07/21 17:00:00+01,0.012,Colliters Brook
-287945.67407325,6702017.94952149,168,2016/07/22 17:00:00+01,0.055,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,169,2015/11/28 04:15:00+00,0.954,Ashton Vale
-284252.393763688,6697912.39153731,170,2015/12/12 22:45:00+00,0.157,Brislington
-284399.352004795,6701468.19484754,171,2015/12/12 22:45:00+00,0.547,Netham Weir
-293204.769686181,6697303.4512554,172,2015/12/02 09:00:00+00,0.268,Colliters Brook
-284252.393763688,6697912.39153731,173,2015/12/03 22:45:00+00,0.352,Brislington
-292299.699288219,6699323.02851977,174,2015/12/05 04:00:00+00,0.982,Ashton Vale
-285656.259471231,6704915.77537443,175,2016/06/29 17:00:00+01,0.458,Eastville
-292299.699288219,6699323.02851977,176,2016/10/03 05:00:00+01,0.94,Ashton Vale
-292299.699288219,6699323.02851977,177,2016/07/02 05:00:00+01,0.944,Ashton Vale
-292299.699288219,6699323.02851977,178,2016/07/04 05:00:00+01,0.933,Ashton Vale
-287945.67407325,6702017.94952149,179,2015/12/18 04:00:00+00,0.227,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,180,2016/06/04 05:00:00+01,0.086,Brislington
-284399.352004795,6701468.19484754,181,2016/06/04 17:00:00+01,0.412,Netham Weir
-284252.393763688,6697912.39153731,182,2015/09/25 05:15:00+01,0.106,Brislington
-293204.769686181,6697303.4512554,183,2015/10/01 16:00:00+01,0.01,Colliters Brook
-284399.352004795,6701468.19484754,184,2016/06/08 05:00:00+01,0.435,Netham Weir
-292299.699288219,6699323.02851977,185,2016/06/16 05:00:00+01,0.945,Ashton Vale
-284252.393763688,6697912.39153731,186,2015/10/16 05:15:00+01,0.092,Brislington
-284252.393763688,6697912.39153731,187,2015/10/22 05:15:00+01,0.097,Brislington
-293204.769686181,6697303.4512554,188,2015/10/28 04:15:00+00,0.01,Colliters Brook
-284252.393763688,6697912.39153731,189,2015/11/06 04:15:00+00,0.162,Brislington
-285656.259471231,6704915.77537443,190,2015/11/11 04:15:00+00,0.331,Eastville
-285656.259471231,6704915.77537443,191,2015/11/17 11:15:00+00,0.683,Eastville
-293204.769686181,6697303.4512554,192,2015/11/18 04:15:00+00,0.398,Colliters Brook
-285656.259471231,6704915.77537443,193,2015/12/04 04:00:00+00,0.436999999999999,Eastville
-285656.259471231,6704915.77537443,194,2015/04/07 05:30:00+01,0.348,Eastville
-287945.67407325,6702017.94952149,195,2015/04/08 05:15:00+01,0.176,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,196,2016/04/08 17:00:00+01,0.44,Netham Weir
-285656.259471231,6704915.77537443,197,2016/04/09 17:00:00+01,0.426,Eastville
-287945.67407325,6702017.94952149,198,2016/04/10 05:00:00+01,0.052,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,199,2015/04/14 07:30:00+01,0.408,Netham Weir
-285656.259471231,6704915.77537443,200,2015/04/14 05:30:00+01,0.366,Eastville
-293204.769686181,6697303.4512554,201,2015/04/15 05:15:00+01,0.016,Colliters Brook
-284399.352004795,6701468.19484754,202,2016/04/10 17:00:00+01,0.476,Netham Weir
-293204.769686181,6697303.4512554,203,2016/04/13 19:00:00+01,0.093,Colliters Brook
-292299.699288219,6699323.02851977,204,2016/04/16 12:00:00+01,0.955,Ashton Vale
-293204.769686181,6697303.4512554,205,2015/04/28 05:15:00+01,-0.003,Colliters Brook
-287945.67407325,6702017.94952149,206,2016/04/19 12:00:00+01,0.138,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,207,2015/05/08 07:00:00+01,0.102,Brislington
-293204.769686181,6697303.4512554,208,2016/04/24 17:00:00+01,0.029,Colliters Brook
-287945.67407325,6702017.94952149,209,2016/08/14 05:00:00+01,0.067,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,210,2015/05/31 05:15:00+01,0.205,Brislington
-292299.699288219,6699323.02851977,211,2015/06/07 05:15:00+01,0.947,Ashton Vale
-293204.769686181,6697303.4512554,212,2015/06/07 10:15:00+01,-0.008,Colliters Brook
-293204.769686181,6697303.4512554,213,2016/05/03 05:00:00+01,0.02,Colliters Brook
-293204.769686181,6697303.4512554,214,2015/07/16 05:15:00+01,-0.004,Colliters Brook
-293204.769686181,6697303.4512554,215,2015/07/20 10:15:00+01,-0.023,Colliters Brook
-285656.259471231,6704915.77537443,216,2016/05/18 17:00:00+01,0.393,Eastville
-293204.769686181,6697303.4512554,217,2015/07/28 10:15:00+01,0.033,Colliters Brook
-292299.699288219,6699323.02851977,218,2015/08/06 11:15:00+01,0.933,Ashton Vale
-284252.393763688,6697912.39153731,219,2015/08/12 05:15:00+01,0.072,Brislington
-293204.769686181,6697303.4512554,220,2015/08/09 05:15:00+01,-0.011,Colliters Brook
-284399.352004795,6701468.19484754,221,2016/03/03 12:45:00+00,0.347,Netham Weir
-292299.699288219,6699323.02851977,222,2016/03/07 21:00:00+00,0.953,Ashton Vale
-284252.393763688,6697912.39153731,223,2016/03/10 05:00:00+00,0.204,Brislington
-287945.67407325,6702017.94952149,224,2016/03/11 04:00:00+00,0.088,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,225,2016/03/12 04:15:00+00,0.423,Colliters Brook
-293204.769686181,6697303.4512554,226,2016/08/17 05:00:00+01,-0.017,Colliters Brook
-293204.769686181,6697303.4512554,227,2016/05/02 17:00:00+01,0.055,Colliters Brook
-284399.352004795,6701468.19484754,228,2016/05/03 05:00:00+01,0.467,Netham Weir
-292299.699288219,6699323.02851977,229,2015/07/10 05:15:00+01,0.945,Ashton Vale
-292299.699288219,6699323.02851977,230,2016/03/12 10:00:00+00,0.982,Ashton Vale
-284252.393763688,6697912.39153731,231,2015/03/03 04:30:00+00,0.165,Brislington
-284252.393763688,6697912.39153731,232,2016/04/01 05:00:00+01,0.149,Brislington
-284399.352004795,6701468.19484754,233,2015/03/10 11:30:00+00,0.432,Netham Weir
-292299.699288219,6699323.02851977,234,2016/08/08 17:00:00+01,-0.58,Ashton Vale
-293204.769686181,6697303.4512554,235,2016/03/20 04:00:00+00,0.344,Colliters Brook
-293204.769686181,6697303.4512554,236,2015/03/19 23:15:00+00,0.052,Colliters Brook
-287945.67407325,6702017.94952149,237,2016/04/02 17:00:00+01,0.152,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,238,2014/12/10 04:15:00+00,0.623,Eastville
-287945.67407325,6702017.94952149,239,2014/12/12 05:00:00+00,0.212,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,240,2014/12/18 18:30:00+00,0.18,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,241,2017/04/19 10:30:00+01,6.187,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,242,2014/12/29 04:15:00+00,0.959,Ashton Vale
-284252.393763688,6697912.39153731,243,2015/01/02 16:45:00+00,0.184,Brislington
-284399.352004795,6701468.19484754,244,2016/02/20 04:00:00+00,0.424,Netham Weir
-285656.259471231,6704915.77537443,245,2016/02/21 04:00:00+00,0.712,Eastville
-284252.393763688,6697912.39153731,246,2016/08/04 17:00:00+01,0.115,Brislington
-284399.352004795,6701468.19484754,247,2015/01/15 18:30:00+00,0.832,Netham Weir
-293204.769686181,6697303.4512554,248,2015/01/25 09:15:00+00,0.155,Colliters Brook
-292299.699288219,6699323.02851977,249,2016/09/25 09:15:00+01,0.967,Ashton Vale
-284399.352004795,6701468.19484754,250,2015/01/28 04:15:00+00,0.493,Netham Weir
-292299.699288219,6699323.02851977,251,2016/02/27 22:15:00+00,0.967,Ashton Vale
-292299.699288219,6699323.02851977,252,2015/01/29 10:15:00+00,0.972,Ashton Vale
-285656.259471231,6704915.77537443,253,2015/02/01 04:15:00+00,0.509,Eastville
-287945.67407325,6702017.94952149,254,2016/02/28 17:00:00+00,0.204,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,255,2015/04/06 10:15:00+01,0.058,Colliters Brook
-293204.769686181,6697303.4512554,256,2016/04/07 05:00:00+01,0.059,Colliters Brook
-285656.259471231,6704915.77537443,257,2016/04/07 05:00:00+01,0.443,Eastville
-284252.393763688,6697912.39153731,258,2015/04/09 09:30:00+01,0.095,Brislington
-285656.259471231,6704915.77537443,259,2015/04/10 08:00:00+01,0.374,Eastville
-287945.67407325,6702017.94952149,260,2016/08/09 05:00:00+01,0.03,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,261,2015/04/24 05:15:00+01,0.394,Netham Weir
-284252.393763688,6697912.39153731,262,2015/04/26 05:15:00+01,0.106,Brislington
-285656.259471231,6704915.77537443,263,2016/08/12 06:30:00+01,0.323,Eastville
-293204.769686181,6697303.4512554,264,2015/05/08 05:15:00+01,0.012,Colliters Brook
-285656.259471231,6704915.77537443,265,2016/04/20 00:00:00+01,0.455,Eastville
-284252.393763688,6697912.39153731,266,2015/02/04 17:00:00+00,0.106,Brislington
-284252.393763688,6697912.39153731,267,2015/02/19 20:45:00+00,0.284,Brislington
-293204.769686181,6697303.4512554,268,2015/02/17 09:15:00+00,0.126,Colliters Brook
-285656.259471231,6704915.77537443,269,2015/02/23 19:45:00+00,0.559,Eastville
-285656.259471231,6704915.77537443,270,2016/03/31 05:00:00+01,0.514,Eastville
-284399.352004795,6701468.19484754,271,2016/04/21 17:00:00+01,0.456,Netham Weir
-293204.769686181,6697303.4512554,272,2016/04/22 17:00:00+01,0.042,Colliters Brook
-293204.769686181,6697303.4512554,273,2016/08/13 10:00:00+01,-0.015,Colliters Brook
-293204.769686181,6697303.4512554,274,2016/04/24 05:00:00+01,0.028,Colliters Brook
-284252.393763688,6697912.39153731,275,2016/08/14 05:00:00+01,0.069,Brislington
-293204.769686181,6697303.4512554,276,2016/04/28 10:00:00+01,0.022,Colliters Brook
-287945.67407325,6702017.94952149,277,2015/06/02 05:15:00+01,0.182,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,278,2015/06/09 05:15:00+01,-0.011,Colliters Brook
-285656.259471231,6704915.77537443,279,2016/08/16 05:00:00+01,0.294,Eastville
-287945.67407325,6702017.94952149,280,2015/06/18 05:15:00+01,0.081,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,281,2015/06/18 13:15:00+01,0.931,Ashton Vale
-284252.393763688,6697912.39153731,282,2015/06/19 15:45:00+01,0.075,Brislington
-284252.393763688,6697912.39153731,283,2016/08/17 11:00:00+01,0.067,Brislington
-284252.393763688,6697912.39153731,284,2015/06/23 13:45:00+01,0.079,Brislington
-285656.259471231,6704915.77537443,285,2016/05/04 17:00:00+01,0.397,Eastville
-292299.699288219,6699323.02851977,286,2016/08/18 06:30:00+01,0.938,Ashton Vale
-287945.67407325,6702017.94952149,287,2016/08/18 06:30:00+01,0.038,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,288,2015/06/23 12:30:00+01,0.334,Netham Weir
-292299.699288219,6699323.02851977,289,2015/07/09 13:15:00+01,0.921,Ashton Vale
-287945.67407325,6702017.94952149,290,2015/03/03 04:15:00+00,0.172,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,291,2015/03/04 04:15:00+00,0.528,Netham Weir
-292299.699288219,6699323.02851977,292,2015/03/05 10:15:00+00,0.965,Ashton Vale
-292299.699288219,6699323.02851977,293,2016/03/16 04:00:00+00,0.971,Ashton Vale
-285656.259471231,6704915.77537443,294,2016/03/17 09:15:00+00,0.403,Eastville
-284252.393763688,6697912.39153731,295,2015/03/11 04:15:00+00,0.112,Brislington
-284399.352004795,6701468.19484754,296,2015/03/14 04:15:00+00,0.458,Netham Weir
-284252.393763688,6697912.39153731,297,2015/03/16 04:15:00+00,0.111,Brislington
-285656.259471231,6704915.77537443,298,2015/03/16 10:00:00+00,0.355,Eastville
-284399.352004795,6701468.19484754,299,2015/03/17 11:30:00+00,0.416,Netham Weir
-284252.393763688,6697912.39153731,300,2016/03/23 04:00:00+00,0.099,Brislington
-284399.352004795,6701468.19484754,301,2015/07/18 05:15:00+01,0.39,Netham Weir
-284399.352004795,6701468.19484754,302,2016/05/16 17:00:00+01,0.429,Netham Weir
-284399.352004795,6701468.19484754,303,2016/05/17 05:00:00+01,0.473,Netham Weir
-293204.769686181,6697303.4512554,304,2016/05/17 23:15:00+01,0.031,Colliters Brook
-292299.699288219,6699323.02851977,305,2015/07/24 05:15:00+01,0.945,Ashton Vale
-292299.699288219,6699323.02851977,306,2015/07/29 05:15:00+01,0.958,Ashton Vale
-287945.67407325,6702017.94952149,307,2015/08/01 05:15:00+01,0.149,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,308,2016/10/13 17:00:00+01,0.278,Eastville
-284399.352004795,6701468.19484754,309,2016/08/22 05:00:00+01,0.438,Netham Weir
-287945.67407325,6702017.94952149,310,2014/12/11 23:00:00+00,0.206,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,311,2016/02/16 04:00:00+00,0.953,Ashton Vale
